polity_id,year,gdp_int_usd,est_frac
Greek Dark Ages,-950,433528969.3254322,1.0
Kingdom of Israel,-950,155654587.3027267,1.0
Kingdom of Kush,-950,101949483.68024334,1.0
Neo-Hittite states,-950,205395875.39428356,1.0
New Kingdom of Egypt,-950,1249078964.1290998,1.0
Philistia,-950,130992172.543602,1.0
Phoenicia,-950,386629164.80918884,1.0
Zhou Dynasty,-950,3010123206.862278,1.0
Babylonia,-900,385321696.07466096,1.0
Elam,-900,75797638.2905388,1.0
Greek Dark Ages,-900,453185906.91359645,1.0
Kingdom of Israel,-900,151123739.53217983,1.0
Kingdom of Judah,-900,27695243.991891146,1.0
Kingdom of Kush,-900,105429662.6851058,1.0
Neo-Assyrian Empire,-900,590055201.2635303,1.0
Neo-Hittite states,-900,185982770.41043046,1.0
New Kingdom of Egypt,-900,1308558927.0783727,1.0
Philistia,-900,88979611.93130495,1.0
Phoenicia,-900,415576755.2740502,1.0
Phrygia,-900,92830348.30221534,1.0
Tabal Kingdom,-900,175041589.0992701,1.0
Zhou Dynasty,-900,3454239724.8261433,1.0
Babylonia,-850,382618347.57537603,1.0
Elam,-850,79242985.48556326,1.0
Greek Dark Ages,-850,472842844.50176036,1.0
Kingdom of Israel,-850,154164324.32405233,1.0
Kingdom of Judah,-850,28254551.012940105,1.0
Kingdom of Kush,-850,108909841.68996826,1.0
Neo-Assyrian Empire,-850,592172987.3330104,1.0
Neo-Hittite states,-850,189505592.20735428,1.0
New Kingdom of Egypt,-850,1368038890.0276456,1.0
Philistia,-850,91037021.34773251,1.0
Phoenicia,-850,424318459.69450605,1.0
Phrygia,-850,94327610.31066924,1.0
Tabal Kingdom,-850,177864840.51893055,1.0
Zhou Dynasty,-850,3898356242.7900076,1.0
Elam,-800,110000518.09661868,1.0
Greek City-States,-800,477896264.36958796,1.0
Kingdom of Israel,-800,143875852.2397041,1.0
Kingdom of Judah,-800,34241165.676811345,1.0
Kingdom of Kush,-800,112399230.25491986,1.0
Kingdom of Urartu,-800,116550730.94118479,1.0
Neo-Assyrian Empire,-800,1451266390.9893343,1.0
Philistia,-800,88372488.61816405,1.0
Phoenicia,-800,551848314.3438435,1.0
Phrygia,-800,95824872.31912316,1.0
Sabaeans,-800,39221621.652832046,1.0
Tabal Kingdom,-800,179528625.31139374,1.0
Twenty-second Dynasty of Egypt,-800,331198841.4170279,1.0
Twenty-third Dynasty of Egypt,-800,1028912343.2596047,1.0
Zhou Dynasty,-800,4342472760.753873,1.0
Cai,-750,38970860.91156006,1.0
Cao,-750,30240510.237121582,1.0
Chen,-750,30518224.589538574,1.0
Chu,-750,1601083710.3915274,1.0
Elam,-750,113966904.7622681,1.0
Etruscans,-750,336629070.4137861,1.0
Greek City-States,-750,539790044.9051588,1.0
Jin,-750,677373301.7049015,1.0
Kingdom of Israel,-750,146615428.77870798,1.0
Kingdom of Judah,-750,36162065.010787554,1.0
Kingdom of Kush,-750,115879792.99145266,1.0
Kingdom of Urartu,-750,431846269.9440759,1.0
Later Zhou,-750,83570277.53015757,1.0
Lu,-750,401554613.40579987,1.0
Neo-Assyrian Empire,-750,1427550834.911367,1.0
Philistia,-750,89080921.57859802,1.0
Phoenicia,-750,620236284.0426385,1.0
Phrygia,-750,328698625.0212416,1.0
Qi,-750,715328638.9738888,1.0
Qin,-750,176011700.2584949,1.0
Roman Kingdom,-750,25322299.200439453,1.0
Sabaeans,-750,40855855.8883667,1.0
Song,-750,184820283.71534944,1.0
Tabal Kingdom,-750,170420409.54076946,1.0
Teng,-750,43123100.9973228,1.0
Twenty-second Dynasty of Egypt,-750,344998793.1427373,1.0
Twenty-third Dynasty of Egypt,-750,1071783699.0546445,1.0
Wey,-750,59754485.65063476,1.0
Wu,-750,1695752882.552813,1.0
Xu,-750,46736388.782805204,1.0
Yan,-750,315873463.1820917,1.0
Zheng,-750,47639883.354860544,1.0
Zhu,-750,39237715.25802612,1.0
Cai,-700,42586713.98620604,1.0
Cao,-700,33046330.772094723,1.0
Chen,-700,33349812.445678707,1.0
Chu,-700,1749637867.712667,1.0
Elam,-700,88350262.35998154,1.0
Etruscans,-700,358989900.25658375,1.0
Greek City-States,-700,1031530316.8296969,1.0
Hadhramaut,-700,20884133.528666496,1.0
Jin,-700,740222370.7866739,1.0
Kingdom of Kush,-700,1590713403.9343088,1.0
Later Zhou,-700,91324220.82211018,1.0
Lu,-700,438812257.2141265,1.0
Lydia,-700,135677275.70617676,1.0
Neo-Assyrian Empire,-700,2970257735.203116,1.0
Phoenicia,-700,420014376.70713186,1.0
Phoenician Colonies,-700,100145018.05676934,1.0
Phrygia,-700,813808545.7208083,1.0
Qi,-700,781699337.4616563,1.0
Qin,-700,192342680.93200025,1.0
Roman Kingdom,-700,27270166.029052734,1.0
Sabaeans,-700,42406708.299751274,1.0
Song,-700,201968556.76362276,1.0
Teng,-700,47124212.85176038,1.0
Wey,-700,65298716.27197264,1.0
Wu,-700,1853090794.5957487,1.0
Xu,-700,51072753.86790991,1.0
Yan,-700,345181310.1856327,1.0
Zheng,-700,52060078.73467682,1.0
Zhu,-700,42878328.018493645,1.0
Assyrian Egypt,-650,2213307447.4058013,1.0
Babylonia,-650,198579245.2832043,1.0
Cai,-650,46202567.06085205,1.0
Cao,-650,35852151.30706787,1.0
Carthage,-650,94729635.29937746,1.0
Chen,-650,36181400.30181885,1.0
Chu,-650,1898192025.0338066,1.0
Elam,-650,91802008.50119592,1.0
Etruscans,-650,434519575.1770484,1.0
Greek City-States,-650,1414661906.6635551,1.0
Hadhramaut,-650,21754334.11276102,1.0
Jin,-650,803071439.8684467,1.0
Kingdom of Kush,-650,122837293.8049753,1.0
Later Zhou,-650,99078164.11406279,1.0
Lu,-650,476069901.0224533,1.0
Lydia,-650,658438202.0508357,1.0
Macedonian Empire,-650,42100131.01615905,1.0
Neo-Assyrian Empire,-650,2197212294.414135,1.0
Olmec Civilization,-650,80845712.98468262,1.0
Phoenicia,-650,264600827.6500904,1.0
Phoenician Colonies,-650,160613490.56759125,1.0
Qi,-650,848070035.9494239,1.0
Qin,-650,208673661.60550565,1.0
Roman Kingdom,-650,29218032.85766601,1.0
Sabaeans,-650,144336073.22207454,1.0
Scythia,-650,556070720.7189798,1.0
Song,-650,219116829.8118961,1.0
Teng,-650,51125324.70619797,1.0
Wey,-650,70842946.89331055,1.0
Wu,-650,2010428706.6386845,1.0
Xu,-650,55409118.95301461,1.0
Yan,-650,374489157.1891737,1.0
Zheng,-650,56480274.114493124,1.0
Zhu,-650,46518940.77896118,1.0
Cai,-600,49818420.135498054,1.0
Cao,-600,38657971.842041016,1.0
Carthage,-600,184699513.2380533,1.0
Chen,-600,39012988.15795899,1.0
Chu,-600,2046746182.3549466,1.0
Etruscans,-600,487993681.2715244,1.0
Greek City-States,-600,1863285237.476685,1.0
Hadhramaut,-600,22560050.191011433,1.0
Janapada of Anga,-600,223575675.54199222,1.0
Janapada of Avanti,-600,104625194.23095703,1.0
Janapada of Aśmaka,-600,107047107.36328124,1.0
Janapada of Cedī,-600,268978417.9650879,1.0
Janapada of Gandhāra,-600,46042660.8883667,1.0
Janapada of Kamboja,-600,49147434.72381593,1.0
Janapada of Kosala,-600,352355410.6201172,1.0
Janapada of Kuru,-600,243602691.21276852,1.0
Janapada of Kāśī,-600,279750855.5419922,1.0
Janapada of Magadha,-600,489613492.0605469,1.0
Janapada of Malla,-600,408665717.3730468,1.0
Janapada of Matsya,-600,38975984.9194336,1.0
Janapada of Pañcāla,-600,254848062.33398435,1.0
Janapada of Surasena,-600,248724071.251831,1.0
Janapada of Vajji,-600,287251724.0808106,1.0
Janapada of Vatsa,-600,184933733.33496094,1.0
Jin,-600,865920508.950219,1.0
Kingdom of Kush,-600,126308445.81959096,1.0
Kingdom of Urartu,-600,436765238.15602624,1.0
Later Zhou,-600,106832107.4060154,1.0
Lu,-600,513327544.83078,1.0
Lydia,-600,1138223581.4277086,1.0
Macedonian Empire,-600,43659395.12786866,1.0
Median Kingdom,-600,2597244518.8291063,1.0
Neo-Babylonian Empire,-600,2270173651.3082542,1.0
Olmec Civilization,-600,81774974.03045297,1.0
Phoenicia,-600,568279976.1335274,1.0
Qi,-600,914440734.4371916,1.0
Qin,-600,225004642.27901104,1.0
Roman Kingdom,-600,31165899.6862793,1.0
Sabaeans,-600,149574887.07984924,1.0
Scythia,-600,563126869.780511,1.0
Song,-600,236265102.8601694,1.0
Teng,-600,55126436.560635574,1.0
Twenty-sixth Dynasty of Egypt,-600,1666764178.173277,1.0
Wey,-600,76387177.51464844,1.0
Wu,-600,2167766618.68162,1.0
Xu,-600,59745484.038119316,1.0
Yan,-600,403797004.1927147,1.0
Zheng,-600,60900469.494309425,1.0
Zhu,-600,50159553.53942871,1.0
Achaemenid Empire,-550,4222903107.860996,1.0
Cai,-550,53434273.21014405,1.0
Cao,-550,41463792.377014175,1.0
Carthage,-550,189560026.73102266,1.0
Chen,-550,41844576.01409912,1.0
Chu,-550,2195300339.6760864,1.0
Etruscans,-550,630011331.3600818,1.0
Greek City-States,-550,1843293739.6511762,1.0
Hadhramaut,-550,23365766.26926184,1.0
Janapada of Anga,-550,231393006.86279297,1.0
Janapada of Avanti,-550,108283417.79113768,1.0
Janapada of Aśmaka,-550,106941084.97741699,1.0
Janapada of Cedī,-550,278383257.708435,1.0
Janapada of Gandhāra,-550,47579346.14891052,1.0
Janapada of Kamboja,-550,50440787.72895813,1.0
Janapada of Kosala,-550,364675529.82788086,1.0
Janapada of Kuru,-550,252120267.85217288,1.0
Janapada of Kāśī,-550,289532353.94897455,1.0
Janapada of Magadha,-550,506732844.8217773,1.0
Janapada of Malla,-550,422954728.53515625,1.0
Janapada of Matsya,-550,40338781.58706665,1.0
Janapada of Pañcāla,-550,263758833.7060546,1.0
Janapada of Surasena,-550,257420717.08877563,1.0
Janapada of Vajji,-550,296107817.223816,1.0
Janapada of Vatsa,-550,191399947.75268552,1.0
Jin,-550,1113271102.718743,1.0
Kingdom of Kush,-550,129788543.00678597,1.0
Later Zhou,-550,114586050.69796799,1.0
Lu,-550,550585188.6391069,1.0
Lydia,-550,1117271322.9170218,1.0
Macedonian Empire,-550,143242668.29921722,1.0
Neo-Babylonian Empire,-550,1890298113.4917848,1.0
Olmec Civilization,-550,82704235.07622331,1.0
Peloponnesian League,-550,107354073.57217312,1.0
Phoenicia,-550,576105497.3987745,1.0
Qi,-550,797298266.3040036,1.0
Qin,-550,241335622.9525164,1.0
Roman Kingdom,-550,76865497.2381592,1.0
Sabaeans,-550,163925653.66251475,1.0
Scythia,-550,237474901.71690103,1.0
Song,-550,253413375.9084428,1.0
Teng,-550,59127548.415073164,1.0
Twenty-sixth Dynasty of Egypt,-550,1789216479.2166216,1.0
Wey,-550,80943050.07019043,1.0
Wu,-550,2325104530.724556,1.0
Xu,-550,64081849.12322403,1.0
Yan,-550,433104851.1962557,1.0
Zheng,-550,65320664.874125734,1.0
Zhu,-550,53800166.29989625,1.0
Achaemenid Empire,-500,10264244334.223585,1.0
Cai,-500,57050126.28479004,1.0
Cao,-500,44269612.911987305,1.0
Carthage,-500,784221786.2186842,1.0
Chen,-500,44676163.87023926,1.0
Chu,-500,2343854496.9972253,1.0
Etruscans,-500,672817573.6825436,1.0
Greek City-States,-500,1899388297.3036234,1.0
Hadhramaut,-500,24171482.347512245,1.0
Janapada of Avanti,-500,111941641.35131836,1.0
Janapada of Aśmaka,-500,110553959.4909668,1.0
Janapada of Cedī,-500,287788097.4517822,1.0
Janapada of Kosala,-500,376995649.03564453,1.0
Janapada of Kuru,-500,260637844.49157715,1.0
Janapada of Kāśī,-500,299313852.35595703,1.0
Janapada of Malla,-500,437243739.6972656,1.0
Janapada of Matsya,-500,41701578.25469971,1.0
Janapada of Pañcāla,-500,272669605.078125,1.0
Janapada of Surasena,-500,266117362.9257202,1.0
Janapada of Vajji,-500,304963910.3668213,1.0
Janapada of Vatsa,-500,197866162.17041016,1.0
Jin,-500,1188605237.363255,1.0
Kingdom of Kush,-500,133268640.19398093,1.0
Later Zhou,-500,122339993.98992062,1.0
Lu,-500,587842832.4474335,1.0
Macedonian Empire,-500,184101643.43437403,1.0
Magadha - Haryanka dynasty,-500,1636889594.8059082,1.0
Olmec Civilization,-500,83633496.12199366,1.0
Peloponnesian League,-500,111055938.17811012,1.0
Qi,-500,851250780.5980504,1.0
Qin,-500,257666603.62602174,1.0
Roman Kingdom,-500,81386992.9321289,1.0
Roman Republic,-500,3475806.280517578,1.0
Sabaeans,-500,169478672.786665,1.0
Scythia,-500,239315792.4233593,1.0
Song,-500,270561648.9567161,1.0
Teng,-500,63128660.26951075,1.0
Wey,-500,86420399.32250977,1.0
Wu,-500,1751921284.066256,1.0
Xu,-500,68418214.20832872,1.0
Yan,-500,462412698.1997967,1.0
Yue,-500,730521158.7012358,1.0
Zapotec Civilization,-500,57193504.790496826,1.0
Zheng,-500,69740860.25394201,1.0
Zhu,-500,57440779.06036378,1.0
Achaemenid Empire,-450,10445678816.330456,1.0
Carthage,-450,1260857093.6790452,1.0
Chu,-450,2695128574.9313345,1.0
Etruscans,-450,715718030.2176374,1.0
Greek City-States,-450,1459125230.312217,1.0
Hadhramaut,-450,24977198.425762653,1.0
Janapada of Avanti,-450,115599864.91149902,1.0
Janapada of Aśmaka,-450,114166834.0045166,1.0
Janapada of Kuru,-450,269155421.13098145,1.0
Janapada of Matsya,-450,43064374.92233276,1.0
Janapada of Pañcāla,-450,281580376.4501953,1.0
Janapada of Surasena,-450,274814008.7626648,1.0
Jin,-450,1317314153.1233344,1.0
Kingdom of Kush,-450,136748737.3811759,1.0
Later Zhou,-450,56702957.33356476,1.0
Lu,-450,546133500.5695726,1.0
Macedonian Empire,-450,204364087.5025163,1.0
Magadha - Haryanka dynasty,-450,9371331488.099752,1.0
Odrysian Kingdom,-450,352873726.24050176,1.0
Olmec Civilization,-450,84562757.16776401,1.0
Peloponnesian League,-450,212091339.5430565,1.0
Qi,-450,905203294.8920971,1.0
Qin,-450,224103774.25134748,1.0
Roman Republic,-450,90042463.82446289,1.0
Sabaeans,-450,175031691.91081524,1.0
Scythia,-450,290013241.9482742,1.0
Song,-450,467247856.0824752,1.0
Wey,-450,89555360.8319092,1.0
Xu,-450,49189727.48973729,1.0
Yan,-450,491720545.20333767,1.0
Yue,-450,2563042419.5403233,1.0
Zapotec Civilization,-450,57828988.18199157,1.0
Zheng,-450,148044314.07034278,1.0
Zhu,-450,48871402.99896241,1.0
Achaemenid Empire,-400,10155702895.664057,1.0
Carthage,-400,1549695381.4096344,1.0
Chu,-400,3122044604.4119883,1.0
Cimmerian Bosporus,-400,1012586.5207242967,1.0
Etruscans,-400,752496816.2947012,1.0
Greek City-States,-400,1533569170.9732819,1.0
Hadhramaut,-400,25782914.50401305,1.0
Han,-400,195322983.57919693,1.0
Janapada of Aśmaka,-400,117779708.51806639,1.0
Kingdom of Kush,-400,140228834.56837085,1.0
Later Zhou,-400,68398061.43402098,1.0
Lu,-400,159988667.27070808,1.0
Macedonian Empire,-400,182566550.2661848,1.0
Magadha - Shaishunaga dynasty,-400,15099423901.193922,1.0
Odrysian Kingdom,-400,319447931.0407395,1.0
Olmec Civilization,-400,85492018.21353436,1.0
Peloponnesian League,-400,381726017.9562378,1.0
Qi,-400,1378652651.2792969,1.0
Qin,-400,237388478.19874048,1.0
Roman Republic,-400,94781536.98120116,1.0
Sabaeans,-400,180584711.03496552,1.0
Scythia,-400,292227083.48540956,1.0
Song,-400,490239009.5655441,1.0
Wei,-400,757218902.5172998,1.0
Wey,-400,91159365.82031249,1.0
Xu,-400,51437573.59073639,1.0
Yan,-400,388489694.2076111,1.0
Yue,-400,2625886843.5193563,1.0
Yuezhi,-400,171724616.4246556,1.0
Zapotec Civilization,-400,58464471.57348631,1.0
Zhao,-400,450527786.63726807,1.0
Zheng,-400,155348504.70986366,1.0
(Warring States China),-350,1324618.1726074219,1.0
Achaemenid Empire,-350,8477040146.832793,1.0
Carthage,-350,1378929387.315538,1.0
Chu,-350,3300028629.862186,1.0
Cimmerian Bosporus,-350,2967685.006144792,1.0
Etruscans,-350,246945785.01710057,1.0
Greek City-States,-350,1652775193.9929333,1.0
Hadhramaut,-350,26389455.562455654,1.0
Han,-350,306997786.9298923,1.0
Kingdom of Kush,-350,143708931.75556582,1.0
Later Zhou,-350,32878507.975273132,1.0
Lu,-350,168988029.78130278,1.0
Macedonian Empire,-350,310943599.68718666,1.0
Magadha - Shaishunaga dynasty,-350,15549451836.77092,1.0
Minaeans,-350,58096602.591404915,1.0
Odrysian Kingdom,-350,317688153.47113454,1.0
Peloponnesian League,-350,55797943.99632454,1.0
Qataban,-350,23148431.241617206,1.0
Qi,-350,1458628969.2676163,1.0
Qin,-350,310533167.9305878,1.0
Roman Republic,-350,99520610.13793944,1.0
Sabaeans,-350,125830236.74886703,1.0
Scythia,-350,199577228.7062799,1.0
Second Athenian League,-350,278664727.41345406,1.0
Song,-350,533423546.54287577,1.0
Thebans,-350,20824832.31013298,1.0
Thirtieth Dynasty of Egypt,-350,2021940342.3454256,1.0
Wei,-350,584980275.675534,1.0
Wey,-350,94365426.94519043,1.0
Xu,-350,54330936.971093416,1.0
Yan,-350,410342239.43594456,1.0
Yue,-350,2773592990.035315,1.0
Yuezhi,-350,177546448.484625,1.0
Zapotec Civilization,-350,59099954.9649811,1.0
Zhao,-350,572354564.7151564,1.0
Zhongshan,-350,140373589.52819824,1.0
Carthage,-325,1356035461.652997,1.0
Chu,-325,5964147476.212541,1.0
Cimmerian Bosporus,-325,2978841.7169123143,1.0
Cyrenaica,-325,44428057.50042916,1.0
Etruscans,-325,223248541.2007803,1.0
Greek City-States,-325,1365812997.688456,1.0
Hadhramaut,-325,26789295.798250448,1.0
Han,-325,263698140.5459815,1.0
Kingdom of Armenia,-325,534165700.79499775,1.0
Kingdom of Bithynia,-325,148901734.31053165,1.0
Kingdom of Kush,-325,145448980.34916338,1.0
Later Zhou,-325,33753971.2080574,1.0
Lu,-325,173487711.03660017,1.0
Macedonian Empire,-325,979171764.1255622,1.0
Minaeans,-325,58933691.56580686,1.0
Minyue,-325,2507207297.7355223,1.0
Nanda Empire,-325,22012733723.437332,1.0
Ptolemaic Kingdom,-325,10836019830.226454,1.0
Qataban,-325,23499165.048308372,1.0
Qi,-325,1497468202.1631432,1.0
Qin,-325,507396190.60570663,1.0
Roman Republic,-325,507490563.6966133,1.0
Sabaeans,-325,127735937.96731,1.0
Scythia,-325,200383485.82612026,1.0
Song,-325,547627131.4963852,1.0
Wei,-325,740779536.9607023,1.0
Wey,-325,96878115.8303833,1.0
Xu,-325,55777618.66127194,1.0
Yan,-325,421268512.05011135,1.0
Yuezhi,-325,180551068.90696606,1.0
Zapotec Civilization,-325,59417696.66072845,1.0
Zhao,-325,499304957.680378,1.0
Zhongshan,-325,144111347.83538818,1.0
Athenian Coalition,-320,355881179.9227066,1.0
Carthage,-320,1359477576.5639153,1.0
Chu,-320,5995085417.681161,1.0
Cimmerian Bosporus,-320,2981073.059065819,1.0
Cyrenaica,-320,44511100.59901428,1.0
Etruscans,-320,224272906.8213358,1.0
Greek City-States,-320,1596502761.1055605,1.0
Hadhramaut,-320,26869263.84540939,1.0
Han,-320,265066027.15595627,1.0
Kingdom of Armenia,-320,534041761.82427305,1.0
Kingdom of Bithynia,-320,149530096.81640625,1.0
Kingdom of Kush,-320,145796990.0678828,1.0
Kingdom of Lysimachus,-320,563921194.7056246,1.0
Laomedon,-320,685563847.4668423,1.0
Later Zhou,-320,33929063.85461426,1.0
Lu,-320,174387647.28765965,1.0
Macedonian Empire,-320,5199374359.656337,1.0
Minaeans,-320,59101109.360687256,1.0
Minyue,-320,2520206663.487923,1.0
Nanda Empire,-320,21813204896.876522,1.0
Perdiccas,-320,171901556.7010972,1.0
Qataban,-320,23569311.80964661,1.0
Qi,-320,1505236048.7422485,1.0
Qin,-320,510028216.853405,1.0
Roman Republic,-320,520398286.45518494,1.0
Sabaeans,-320,128117078.21099856,1.0
Scythia,-320,200544737.25008836,1.0
Song,-320,550467848.4870872,1.0
Wei,-320,744622197.0486432,1.0
Wey,-320,97380653.60742188,1.0
Xu,-320,56066954.999307625,1.0
Yan,-320,423453766.5729447,1.0
Yuezhi,-320,181139499.0724534,1.0
Zapotec Civilization,-320,59481244.99987792,1.0
Zhao,-320,501895012.2030029,1.0
Zhongshan,-320,144858899.49682617,1.0
Atropatene,-300,475805043.4406626,1.0
Carthage,-300,1756284373.7740414,1.0
Chu,-300,6049046320.668992,1.0
Cimmerian Bosporus,-300,2989998.4276798368,1.0
Colchis,-300,68046015.90780258,1.0
Cyrenaica,-300,44843272.99335479,1.0
Etruscans,-300,227562372.87472486,1.0
Greek City-States,-300,976329368.358514,1.0
Hadhramaut,-300,27189136.03404521,1.0
Han,-300,270537573.5958552,1.0
Kalinga,-300,1410531623.6871004,1.0
Kingdom of Armenia,-300,525640940.9565564,1.0
Kingdom of Bithynia,-300,147436480.30426025,1.0
Kingdom of Kush,-300,147189028.9427608,1.0
Kingdom of Lysimachus,-300,1831264663.5606878,1.0
Later Zhou,-300,34629434.440841675,1.0
Lu,-300,177987392.29189754,1.0
Macedonian Empire,-300,829593428.5419767,1.0
Maurya Empire,-300,26120204737.59231,1.0
Minaeans,-300,59770780.54020882,1.0
Minyue,-300,2572204126.4975243,1.0
Ptolemaic Kingdom,-300,3272905836.948148,1.0
Qataban,-300,23849898.85499954,1.0
Qi,-300,1536307435.0586703,1.0
Qin,-300,3327135565.3882904,1.0
Roman Republic,-300,740700002.1599007,1.0
Sabaeans,-300,129641639.18575285,1.0
Scythia,-300,201189742.9459606,1.0
Seleucid Empire,-300,4107922514.3431783,1.0
Song,-300,561830716.449895,1.0
Wei,-300,759992837.4004062,1.0
Wey,-300,99390804.71557617,1.0
Xu,-300,57224300.351450436,1.0
Yan,-300,432194784.664278,1.0
Yuezhi,-300,183493219.73440287,1.0
Zapotec Civilization,-300,59735438.35647583,1.0
Zhao,-300,512255230.29350275,1.0
Zhongshan,-300,147849106.14257812,1.0
Achaean League,-250,19180299.419403076,1.0
Aetolian League,-250,35375286.42810881,1.0
Antigonid Macedonia,-250,1027830598.9140742,1.0
Anurādhapura,-250,171000000.3394179,1.0
Atropatene,-250,489605294.5563645,1.0
Carthage,-250,1411673449.2860258,1.0
Chu,-250,6439074853.921673,1.0
Cimmerian Bosporus,-250,3012311.8492148817,1.0
Colchis,-250,54106766.59562587,1.0
Cyrenaica,-250,55925631.601381294,1.0
Early Cheras,-250,676144748.0383873,1.0
Early Cholas,-250,768696577.0568848,1.0
Early Pandyas,-250,664770465.0298119,1.0
Galatia,-250,136040592.6297516,1.0
Greek Colonies,-250,462947199.71174604,1.0
Hadhramaut,-250,27988816.505634785,1.0
Han,-250,285657767.26060516,1.0
Illyrian Kingdom,-250,112812151.0725707,1.0
Kingdom of Armenia,-250,454582755.43622494,1.0
Kingdom of Bithynia,-250,204522818.05343628,1.0
Kingdom of Kush,-250,150669126.12995577,1.0
Kingdom of Pergamon,-250,55858402.05516816,1.0
Kingdom of Pontus,-250,466295683.6883545,1.0
Kingdom of Sophene,-250,45583263.36450577,1.0
Lu,-250,70449740.65956472,1.0
Maurya Empire,-250,40267412835.68326,1.0
Minaeans,-250,61444958.48901271,1.0
Minyue,-250,2702197784.021528,1.0
Paphlagonia,-250,90755879.50057983,1.0
Ptolemaic Kingdom,-250,3228698032.1868787,1.0
Qataban,-250,24551366.46838188,1.0
Qi,-250,1864891251.7638354,1.0
Qin,-250,3921695747.8762283,1.0
Roman Republic,-250,1729896039.6104515,1.0
Sabaeans,-250,133453041.62263873,1.0
Scythia,-250,202798296.01534945,1.0
Seleucid Empire,-250,4818071320.174868,1.0
Wei,-250,956936136.6021104,1.0
Wey,-250,104835443.9529419,1.0
Yan,-250,944608718.7461615,1.0
Yuezhi,-250,189377521.3892765,1.0
Zapotec Civilization,-250,60370921.74797058,1.0
Zhao,-250,573094808.8611602,1.0
Âu Lạc,-250,236837324.73800188,1.0
Achaean League,-200,112811144.46847916,1.0
Aetolian League,-200,59125847.92557478,1.0
Antigonid Macedonia,-200,651236085.9570907,1.0
Anurādhapura,-200,172800000.36327302,1.0
Atropatene,-200,501597732.18680614,1.0
Carthage,-200,848073882.6137862,1.0
Cimmerian Bosporus,-200,9363327.33573854,1.0
Early Cheras,-200,748033624.9349213,1.0
Early Cholas,-200,1062160311.1340331,1.0
Early Pandyas,-200,683443792.7075957,1.0
Galatia,-200,137941714.79843438,1.0
Greco-Bactrian Kingdom,-200,741832428.5159425,1.0
Greek City-States,-200,905250884.3604615,1.0
Hadhramaut,-200,28788496.977224354,1.0
Han Dynasty,-200,18883917704.54956,1.0
Kalinga,-200,776037976.7088165,1.0
Kingdom of Bithynia,-200,225092160.346849,1.0
Kingdom of Cappadocia,-200,298144833.0693054,1.0
Kingdom of Kush,-200,154149223.31715077,1.0
Kingdom of Pergamon,-200,265372812.7425384,1.0
Kingdom of Pontus,-200,475654291.0501099,1.0
Kingdom of Sophene,-200,45554731.91322327,1.0
Mauretania,-200,152677136.11724854,1.0
Maurya Empire,-200,20554698659.480133,1.0
Mayan City-States,-200,157858474.29222465,1.0
Minaeans,-200,63119136.43781662,1.0
Minyue,-200,1547160163.3347006,1.0
Nanyue,-200,1884844607.8038025,1.0
Paphlagonia,-200,91965957.75421144,1.0
Parthian Empire,-200,131021511.33985052,1.0
Ptolemaic Kingdom,-200,3367214119.825138,1.0
Qataban,-200,25252834.08176423,1.0
Roman Republic,-200,5063782938.104084,1.0
Sabaeans,-200,137264444.05952457,1.0
Satavahana Dynasty,-200,6244326144.311403,1.0
Seleucid Empire,-200,4173164839.705633,1.0
Xiongnu,-200,3345319788.997425,1.0
Yuezhi,-200,165388422.21765432,1.0
Zapotec Civilization,-200,61006405.13946533,1.0
Achaean League,-150,106441610.36365986,1.0
Anurādhapura,-150,174600000.38712814,1.0
Carthage,-150,330679340.83719134,1.0
Cimmerian Bosporus,-150,9432175.330701023,1.0
Early Cheras,-150,768471702.164097,1.0
Early Cholas,-150,1091181084.5498657,1.0
Early Pandyas,-150,702117120.3853798,1.0
Galatia,-150,139756736.7971724,1.0
Gojoseon,-150,91384060.20449817,1.0
Greco-Bactrian Kingdom,-150,5708228028.876229,1.0
Greek City-States,-150,1447384871.9548848,1.0
Hadhramaut,-150,29588177.448813915,1.0
Han Dynasty,-150,19730298269.14353,1.0
Kingdom of Armenia,-150,481904061.8805321,1.0
Kingdom of Bithynia,-150,230632557.17603892,1.0
Kingdom of Cappadocia,-150,353504605.4645919,1.0
Kingdom of Kush,-150,157629320.50434572,1.0
Kingdom of Numidia,-150,1057709508.7021277,1.0
Kingdom of Pergamon,-150,813666671.7785734,1.0
Kingdom of Pontus,-150,593119096.1212921,1.0
Kingdom of Sophene,-150,46590105.80068588,1.0
Korean Jin,-150,61861904.23800945,1.0
Mauretania,-150,336807117.70751953,1.0
Mayan City-States,-150,158987983.4790197,1.0
Minaeans,-150,231144603.675456,1.0
Nabataeans,-150,81891174.00283678,1.0
Nanyue,-150,2771605745.3525524,1.0
Paphlagonia,-150,93176036.00784302,1.0
Parthian Empire,-150,1982345138.8702004,1.0
Ptolemaic Kingdom,-150,2353963306.9332027,1.0
Qataban,-150,25954301.695146557,1.0
Roman Republic,-150,5747724641.472182,1.0
Sabaeans,-150,141075846.4964104,1.0
Satavahana Dynasty,-150,7220213175.305113,1.0
Seleucid Empire,-150,2597520005.1063423,1.0
Shunga Empire,-150,20924320604.52041,1.0
Wusun,-150,41838600.13938413,1.0
Xiongnu,-150,3663061503.9911523,1.0
Yuezhi,-150,46174019.75372314,1.0
Zapotec Civilization,-150,61641888.53096006,1.0
Anurādhapura,-100,176400000.41098326,1.0
