polity_id,year,gdp_int_usd,est_frac
Principality of Chernigov,1200,486641504.7430655,1.0
Principality of Drutsk,1200,29620371.50434865,1.0
Principality of Halych,1200,468142406.93987167,1.0
Principality of Jersika,1200,42392546.40466717,1.0
Principality of Kiev,1200,202238888.78917894,1.0
Principality of Koknese,1200,6287206.298128247,1.0
Principality of Minsk,1200,102488905.00663039,1.0
Principality of Pereyaslavl,1200,202477071.92776325,1.0
Principality of Rostov-Suzdal,1200,422982031.3256365,1.0
Principality of Ryazan,1200,240664987.35188368,1.0
Principality of Smolensk,1200,220633738.94440776,1.0
Principality of Turov and Pinsk,1200,90465251.11816452,1.0
Principality of Volhynia,1200,187525018.58954164,1.0
Puebloans - Aztec Regional System,1200,3704211.4160522115,1.0
Republic of Genoa,1200,599894225.6883497,0.0
Republic of Pisa,1200,606017041.1760087,0.0
Republic of Venice,1200,359426152.66909486,0.5893863292319427
Second Bulgarian Empire,1200,3027605430.102016,0.9994662449565899
Sena Dynasty,1200,17609151609.98303,1.0
Shirvan,1200,312600796.42333317,0.9987948394035656
Shunten Dynasty,1200,21553402.400683593,0.0
Sind-Habbari Dynasty,1200,2176187450.8883243,1.0
Southern Song,1200,68659671629.789314,0.0004942338716300141
Srivijaya,1200,1009985301.0204477,1.0
Sultanate of Kedah,1200,96123183.26813245,1.0
Sultanate of Rum,1200,1223913961.1712594,0.0
Sunda Kingdom,1200,1658021410.3761318,1.0
Takrur,1200,130120999.19058871,1.0
Tamna,1200,29546652.62775188,1.0
Tibetans,1200,1498097950.9564776,0.023107925446216083
Uyunid Emirate,1200,284626954.2896104,1.0
Viking settlements,1200,118498339.47623943,0.8345223484730874
Volga Bulgaria,1200,149352866.94132504,1.0
Western Xia,1200,1516018285.7999978,0.0035215858240561435
Yadava Dynasty,1200,14903255202.06286,1.0
Yenisei Kyrgyz,1200,119792120.59319597,1.0
Zagwe dynasty,1200,147881367.0675805,1.0
(Kingdom of France),1250,4491110.430840278,4.010891114523247e-05
Abbasid Caliphate,1250,860417193.9544559,0.04586210826950251
Almohad Caliphate,1250,58308971.42837565,0.0
Alodia,1250,348570401.0289159,1.0
Armenian Kingdom of Cilicia,1250,299597176.6490886,0.0
Banate of Bosnia,1250,227581160.39728785,1.0
Capetian House of Anjou,1250,743051258.9007589,0.0
Ceylon,1250,683202156.6849463,1.0
Chandela Kingdom,1250,3562351532.9360805,1.0
Chimu Empire,1250,165869818.35669294,1.0
Chola Empire,1250,274004594.5776688,1.0
Chámpa,1250,442942964.1194364,1.0
County of Ampuria,1250,39623561.84343171,0.0
County of Armagnac,1250,198281565.56655508,0.0
County of Artois,1250,442583167.67999756,0.0
County of Auvergne,1250,592334398.191413,0.0
County of Blôis,1250,191414010.4387434,0.0
County of Boulogne,1250,18085595.27785068,0.0
County of Champagne,1250,617409675.4593087,0.0
County of Flanders,1250,859493322.9705728,0.0
County of Foix,1250,114894777.86387129,0.003414266088181258
County of Nevers,1250,285446423.7484507,0.0
County of Périgord,1250,404845536.832164,0.0
County of Touraine,1250,257613820.54105413,0.0
County of Tripoli,1250,230683033.26804554,1.0
Crown of Aragon,1250,2101153174.259241,0.005004579931760568
Crown of Castile,1250,6227197475.675221,0.0
Despotate of Epirus,1250,637597003.3003972,0.41359855380230726
Duchy of Aquitaine,1250,272481506.11157995,0.0
Duchy of Athens,1250,542139852.3204173,0.0
Duchy of Brittany,1250,1347537711.7163792,0.0
Duchy of Greater Poland,1250,357415867.1509339,1.0
Duchy of Głogów,1250,206705209.53195354,1.0
Duchy of Masovia,1250,461366500.0803547,1.0
Duchy of Opole,1250,404636401.4380391,1.0
Duchy of Sandomierz,1250,1798669843.026814,1.0
Duchy of Silesia,1250,174920089.8167851,1.0
Duchy of the Archipelago,1250,6215257.793144785,0.0
Eastern Ganga Kingdom,1250,4825492225.023007,1.0
Emirate of Granada,1250,939251727.885028,0.0
Empire of Kanem,1250,47968676.65125424,1.0
Empire of Trebizond,1250,237627811.01689705,0.16085968215690336
Giudicato of Arborea,1250,102499920.36345568,0.0
Giudicato of Logudoro,1250,213366997.67419755,0.0
Goryeo,1250,3052572163.4096327,1.0
Grand Duchy of Lithuania,1250,369013551.8154188,1.0
Hafsid Dynasty,1250,1512440757.2951765,0.6375522815011706
Hamdanid Emirates,1250,291896818.53163826,1.0
Haripuñjaya,1250,178464112.93493173,1.0
Holy Roman Empire,1250,37037961488.326035,0.5704908430457434
Hoysala Kingdom,1250,2615042030.486735,1.0
Icelandic Commonwealth,1250,92268826.55505182,1.0
Kakatiya Dynasty,1250,7369494428.486874,1.0
Kamakura Shogunate,1250,5615136356.201921,0.0
Kathmandu,1250,119274550.85202707,1.0
Khmer Empire,1250,3373086921.008448,1.0
Kingdom of Alba,1250,959294137.1693208,0.0
Kingdom of Arles,1250,603835381.8829037,0.0
Kingdom of Bohemia,1250,2360530115.0861034,1.0
Kingdom of Cyprus,1250,278362516.89511186,1.0
Kingdom of Dali,1250,3258944181.0479913,0.011061492460580571
Kingdom of Dambadeniya,1250,77631774.34717117,1.0
Kingdom of Denmark,1250,1165425329.9385915,1.0
Kingdom of England,1250,7052334323.248238,0.19629338439011634
Kingdom of France,1250,6308311332.868539,0.0
Kingdom of Gwynedd,1250,292946353.6686184,0.0
Kingdom of Hungary,1250,5239707654.399011,1.0
Kingdom of Jerusalem,1250,1219035872.6520212,0.3398156447086443
Kingdom of Mann,1250,9592060.102756467,0.11199490050496007
Kingdom of Navarre,1250,203655693.90215054,0.0
Kingdom of Polonnaruwa,1250,176780475.78657663,1.0
Kingdom of Portugal,1250,1164181279.4870725,0.0
Kingdom of Serbia,1250,1872651052.2114239,1.0
Kingdom of Sicily,1250,9898473597.387346,0.0014987969157949945
Kingdom of Sweden,1250,800501522.6649753,1.0
Later Mayan City-States,1250,1053740172.4887623,1.0
Latin Empire,1250,107207670.78072074,0.0
Lavo Kingdom,1250,478327144.0359546,1.0
Lohara Dynasty,1250,218914951.42305568,0.8245839635540615
Mahdids,1250,264973643.2272421,1.0
Makuria,1250,86530734.75859405,0.6899018848099783
Mali Empire,1250,1554303579.3194728,1.0
Mamluk Dynasty,1250,61625914674.441475,1.0
Mamluk Sultanate,1250,9000964513.095972,0.5752898688872489
Marinid Sultanate,1250,1827904383.2640586,1.0
Mongol Empire,1250,85004559960.91304,0.6638760951073247
Namayan,1250,85904568.38113083,1.0
Ngô Dynasty,1250,930614733.6332196,0.9906435862516516
Nicaean Empire,1250,2997146290.880028,0.3650265621660409
Norse Greenland,1250,113438.67852826838,1.0
Old Kingdom of Norway,1250,598428975.872185,0.9666157653115458
Pagan Kingdom,1250,3808364319.8079386,0.9977900497887201
Pandya Empire,1250,14066589907.795778,1.0
Papal States,1250,2732278635.7172284,2.7341145267976e-05
Principality of Achaea,1250,247736162.33576697,0.0
Principality of Antioch,1250,97938270.22871035,0.4561218715737819
Puebloans - Aztec Regional System,1250,3900428.477720174,1.0
Rasulid Dynasty,1250,3241177579.539592,1.0
Republic of Genoa,1250,734673547.4700994,0.0
Republic of Pisa,1250,886773655.1813315,0.0
Republic of Venice,1250,525185357.1510429,0.3910931521682846
Second Bulgarian Empire,1250,1255124436.9181936,1.0
Shunten Dynasty,1250,22368719.288725432,0.0
Singhasari,1250,2400432770.909991,1.0
Southern Song,1250,61387215466.768585,0.0005112259183757214
Srivijaya,1250,1075260553.824115,1.0
Sukhothai Kingdom,1250,859879780.7697659,1.0
Sultanate of Kedah,1250,104161335.58574986,1.0
Sultanate of Rum,1250,897820215.9027746,0.0
Sunda Kingdom,1250,1754461401.179864,1.0
Tamna,1250,26011703.789693225,1.0
Teutonic Order,1250,312872913.3796028,1.0
Texcoco,1250,1611881436.3227062,1.0
Tibetans,1250,25309785.816231824,0.08473612003800318
Viking settlements,1250,133868607.18548913,0.8330819729325829
Yadava Dynasty,1250,15240512127.15349,1.0
Zagwe dynasty,1250,149679383.28742406,1.0
Zayyanid dynasty,1250,669196920.0797982,1.0
Zengid dynasty,1250,334910720.5160132,0.13196366857678282
(Kingdom of France),1300,16071935.0948386,0.002456553264095497
Almohad Caliphate,1300,943853798.376622,1.0
Alodia,1300,342350181.586925,1.0
Armenian Kingdom of Cilicia,1300,289077887.2840917,0.0006680951774802711
Bahrani Dynasty,1300,298081314.4303379,1.0
Banate of Bosnia,1300,231677055.8551085,1.0
Byzantine Empire,1300,3483420129.06096,0.36022279928283873
Capetian House of Anjou,1300,1297947381.188799,0.0
Ceylon,1300,916963557.6178163,1.0
Chagatai Khanate,1300,5427012074.409898,0.5791586068693922
Chandela Kingdom,1300,3751302671.9116287,1.0
Chimu Empire,1300,169300316.79313284,1.0
Chámpa,1300,477189266.10187835,1.0
Comtat Venaissin,1300,115948737.0470581,0.0
County of Ampuria,1300,44522644.98982203,0.0
County of Anjou,1300,586369376.4713745,0.0
County of Armagnac,1300,244992401.47702026,0.0
County of Artois,1300,574908508.6815139,0.0
County of Auvergne,1300,799672262.2080688,0.0
County of Blôis,1300,109637715.28442383,0.0
County of Brabant,1300,1050487443.6192722,0.35479002651170716
County of Flanders,1300,1556588387.5455284,0.03249171593775287
County of Foix,1300,288397571.33581144,0.0016470456949012936
County of Holland,1300,77510927.5732306,1.0
County of Nevers,1300,225592800.1152649,0.0
County of Périgord,1300,355470000.43115234,0.0
County of Savoy,1300,473359657.22364116,0.0
County of Touraine,1300,336895961.0657349,0.0
County of Urgell,1300,1824745.747469143,0.8086387940146671
Crown of Aragon,1300,3661440961.6978455,0.002430531622375723
Crown of Castile,1300,7310581019.395913,0.0
Cuzco,1300,150998184.12864873,1.0
Dauphiné,1300,303129154.1008682,0.0
Despotate of Epirus,1300,182986720.76033896,0.00282449904245952
Duchies of Poland,1300,932281209.3381723,1.0
Duchy of Aquitaine,1300,356752505.3239136,0.0
Duchy of Athens,1300,557285165.1118178,0.0
Duchy of Bavaria,1300,1027628687.7157931,1.0
Duchy of Brittany,1300,1761296946.4506073,0.0
Duchy of Bytom,1300,96129277.42504872,1.0
Duchy of Greater Poland,1300,355901011.2733571,1.0
Duchy of Głogów,1300,70067089.5090872,1.0
Duchy of Jawor,1300,16953489.695516657,1.0
Duchy of Legnica,1300,44886748.49406304,1.0
Duchy of Masovia,1300,551384401.8281223,1.0
Duchy of Opole,1300,145835799.2647719,1.0
Duchy of Racibórz,1300,199584151.1917738,1.0
Duchy of Sandomierz,1300,377508150.51685584,1.0
Duchy of Silesia,1300,287540662.4253861,1.0
Duchy of Styria,1300,19623091.029070523,0.04245933940220796
Duchy of the Archipelago,1300,9420914.726554357,0.0
Early Balinese Kingdoms,1300,143338058.63727137,1.0
Eastern Ganga Kingdom,1300,6484353861.626493,1.0
Emirate of Granada,1300,1063322253.6239043,0.0
Empire of Kanem,1300,49862228.64192745,1.0
Empire of Trebizond,1300,262647992.175498,0.15763782039014815
Ethiopian Empire,1300,1125481996.6244173,1.0
Galicia-Volhynia,1300,916723171.7066157,1.0
Giudicato of Arborea,1300,124445675.99663022,0.0
Golden Horde,1300,9126283383.038784,0.9998657053441391
Grand Duchy of Lithuania,1300,224592351.59088248,1.0
Grand Principality of Moscow,1300,172816724.86497924,1.0
Hafsid Dynasty,1300,1445942306.7687955,0.6275093873808529
Hanthawaddy Kingdom,1300,1185965248.873861,1.0
Holy Roman Empire Minor States,1300,31116169957.536808,0.5693893236022624
House of Anjou-Sicily,1300,25447234.367304374,0.6937504688834749
House of Ascania,1300,1772220913.4625218,1.0
House of Habsburg,1300,2859946441.4840937,0.9197752138751205
House of Luxembourg,1300,122279449.40900482,0.3567581894910933
House of Wittelsbach,1300,672811019.9015771,1.0
Hoysala Kingdom,1300,1849241605.778007,1.0
Ifat Sultanate,1300,245361226.878442,1.0
Ilkhanate,1300,11284138271.449686,0.4294434823156401
Kakatiya Dynasty,1300,9946471995.694012,1.0
Kamakura Shogunate,1300,5892524726.664018,0.0
Kampili Kingdom,1300,325182627.6061798,1.0
Kashmir,1300,1606413252.6959596,0.7827369892626869
Kathmandu,1300,121835695.09035611,1.0
Khalji Dynasty,1300,45266858441.0951,1.0
Khmer Empire,1300,3530884339.7175064,1.0
Kingdom of Arles,1300,784785011.6511841,0.0
Kingdom of Bohemia,1300,3979153718.831145,1.0
Kingdom of Cyprus,1300,304192549.4518275,1.0
Kingdom of Denmark,1300,1162137556.9174876,0.7476330007639006
Kingdom of England,1300,7439395178.157624,0.1459835801812256
Kingdom of France,1300,9808279552.487278,1.0750628197385438e-05
Kingdom of Hungary,1300,5529084249.144665,1.0
Kingdom of Majorca,1300,225924335.32574505,0.006717800529315127
Kingdom of Naples,1300,8749614561.794128,0.0
Kingdom of Portugal,1300,1365525968.685495,0.0
Kingdom of Scotland,1300,1056377423.6978986,0.00583689771321232
Kingdom of Serbia,1300,1071158919.2004229,1.0
Kingdom of Sweden,1300,931559729.2028916,0.27186090481002867
Kingdom of Syrmia,1300,484020857.80176836,1.0
Lan Na Kingdom,1300,203803018.87381762,0.9961609478044721
Later Mayan City-States,1300,1097903914.4246447,1.0
Lavo Kingdom,1300,506302059.572535,1.0
Mahdids,1300,268371932.16995925,1.0
Majapahit,1300,3428398133.7616477,1.0
Makuria,1300,84658239.99313372,0.6971595343192079
Malaya,1300,358697841.06137466,1.0
Mali Empire,1300,1632619427.1509578,1.0
Mamluk Sultanate,1300,9876033062.489868,0.5890725686705373
Margraviate of Brandenburg,1300,872407055.894495,1.0
Myinsaing Kingdom,1300,1689286702.170783,1.0
Namayan,1300,96611783.12481864,1.0
Ngô Dynasty,1300,995094358.3730837,0.9899420391870044
Nizhny Novgorod,1300,33071538.298228085,1.0
Novgorod Republic,1300,635886398.0165384,1.0
Old Kingdom of Norway,1300,610254707.8557364,0.9002004302003247
Pandya Empire,1300,14141316414.498728,1.0
Papal States,1300,5581766409.89014,0.001086526758899697
Patriarchate of Aquileia,1300,558565200.492725,0.08035174420149521
Phayao Kingdom,1300,18152723.39357793,1.0
Principality of Achaea,1300,222091641.55792138,0.0
Principality of Beloozero,1300,7701444.3143034885,1.0
Principality of Minsk,1300,295215270.27454096,1.0
Principality of Orange,1300,6728320.768432617,0.0
Principality of Pinsk,1300,91083443.33596855,1.0
Principality of Smolensk,1300,546704633.8340756,1.0
Principality of Turov,1300,76361196.36762992,1.0
Principality of Vladimir-Suzdal,1300,555252234.535809,1.0
Pskov Republic,1300,50793296.79566017,1.0
Puebloans - Aztec Regional System,1300,4020530.40485832,1.0
Rasulid Dynasty,1300,3351798777.025352,1.0
Republic of Florence,1300,1316495640.1515982,0.0
Republic of Genoa,1300,1094808070.348396,0.0
Republic of Pisa,1300,970092191.4845208,0.0
Republic of Venice,1300,583065134.3795868,0.37453123405230837
Samudera Pasai Sultanate,1300,34725828.17894752,1.0
Second Bulgarian Empire,1300,1362082111.8670204,1.0
Shan States,1300,886570398.7519336,0.9130621212474631
Shunten Dynasty,1300,23473736.79542811,0.0
Sukhothai Kingdom,1300,1338557753.6361382,0.9988637157319793
Sultanate of Kedah,1300,115713578.97143123,1.0
Sunda Kingdom,1300,1816699800.5380642,1.0
Swiss Confederation,1300,56922134.381310515,0.0
Teutonic Order,1300,360980068.3036726,1.0
Texcoco,1300,1679493539.3309395,1.0
Thessaly,1300,139104810.8038495,0.0
Tver,1300,15139699.498472681,1.0
Viking settlements,1300,137469683.52177775,0.845350610327459
Yadava Dynasty,1300,13823473771.775967,1.0
Yuan Dynasty,1300,111173042937.45837,0.4188535643066772
Zayyanid dynasty,1300,594283243.3883656,1.0
(Kingdom of France),1350,7912095.254874264,3.005177819593767e-05
Ahi Republic,1350,30400815.42773071,0.0
Alodia,1350,372323263.6199576,1.0
Armenian Kingdom of Cilicia,1350,244023782.40941045,0.0008042382061837991
Ashikaga Shogunate,1350,6759107992.413951,0.0
Bahrani Dynasty,1350,294959245.76209754,1.0
Banate of Bosnia,1350,465268477.2592855,1.0
Beylik of Aydin,1350,82438468.51897752,0.0
Beylik of Dulkadir,1350,194993351.53977883,0.0
Beylik of Isfendiyar,1350,406668052.0569231,0.0
Beylik of Karaman,1350,338144406.09517324,0.0
Beylik of Menteshe,1350,41007264.236777775,0.0
Beylik of Saruhan,1350,142612589.34974265,0.0
Beylik of Teke,1350,154392058.4532254,0.0
Byzantine Empire,1350,1838896812.640625,0.3354926860724868
Capetian House of Anjou,1350,920278501.6276419,0.0
Catalan Company,1350,492075258.10296273,0.0
Ceylon,1350,758624700.4437579,1.0
Chagatai Khanate,1350,5703622013.64748,0.5819850838436386
Chimu Empire,1350,915915245.2400457,1.0
Chobanids,1350,1099249533.5567286,0.1276290332297746
Chámpa,1350,466743584.2920945,1.0
Chüzan,1350,7479416.100093169,0.0
Commune of the Zealots,1350,65952828.092937894,0.0
Comtat Venaissin,1350,130419412.51428223,0.0
County of Ampuria,1350,41653532.28425536,0.0
County of Armagnac,1350,276199522.304718,0.0
County of Auvergne,1350,905683900.8456726,0.0
County of Blôis,1350,127677504.03825378,0.0
County of Brabant,1350,852853353.7502248,0.0008731051527183359
County of Flanders,1350,1194486129.5789032,0.0
County of Foix,1350,320337526.27633053,0.0012660739368110041
County of Holland,1350,249419766.31336296,0.0
County of Périgord,1350,399833493.15211487,0.0
County of Savoy,1350,456024434.9786955,0.0
County of Urgell,1350,1648641.7296626684,0.8544611028395531
Crown of Aragon,1350,2878929102.277216,0.0011876303826148648
Crown of Castile,1350,6527747016.520464,0.0
Cuzco,1350,163478092.84944424,1.0
Danish Magnates,1350,66919945.763920784,1.0
Dauphiné,1350,340960386.250885,0.0
Duchy of Aquitaine,1350,395501888.37133783,0.0
Duchy of Brittany,1350,1648239436.8817806,0.0
Duchy of Masovia,1350,577355626.308393,1.0
Duchy of Styria,1350,17035539.87637502,0.04167498997668555
Earldom of Desmond,1350,69738719.22829448,0.022340069086635675
Eastern Ganga Kingdom,1350,6617167642.965083,1.0
Electorate of Trier,1350,408162965.8927183,1.0
Emirate of Granada,1350,879400494.732005,0.0
Empire of Kanem,1350,55606492.78722647,1.0
Empire of Trebizond,1350,309421679.98678434,0.0
Ethiopian Empire,1350,2078218251.5726643,1.0
Free County of Burgundy,1350,1411361702.8306558,0.0
Galicia-Volhynia,1350,587012609.0027853,1.0
Germiyanids,1350,1144026668.9051871,0.3109672242015028
Giudicato of Arborea,1350,106573407.65398352,0.0
Golden Horde,1350,9379642102.802662,0.9998678780509703
Grand Duchy of Lithuania,1350,935865367.632639,1.0
Grand Principality of Moscow,1350,674126364.0575514,1.0
Hafsid Dynasty,1350,1390722976.375736,0.6417355371735987
Hanthawaddy Kingdom,1350,1367706566.9449012,1.0
Hokuzan,1350,15706773.810195655,0.0
Holy Roman Empire Minor States,1350,26069236168.49219,0.5098391300999136
House of Ascania,1350,1593647471.2641695,1.0
House of Bourbon,1350,507255280.5179291,0.0
House of Habsburg,1350,3063646721.8517437,0.9443839893977907
House of Luxembourg,1350,112199788.5901072,0.36139770206426297
Hoysala Kingdom,1350,3621023330.5566187,1.0
Ifat Sultanate,1350,255866417.50553468,1.0
Injuids,1350,172129158.96378386,0.0
Isle of Man,1350,1440694.5233380795,1.0
Jaffna kingdom,1350,133191325.01423162,1.0
Jalayirid Sultanate,1350,1982441556.72055,0.04643004833089377
Kartids,1350,933392196.5433135,0.9278585713055785
Kashmiri Sultanate,1350,1655118104.0743885,0.7764767897053702
Kathmandu,1350,124349801.13412565,1.0
Khmer Empire,1350,3912784499.5606647,1.0
Kingdom of Arles,1350,894003305.4444731,0.0
Kingdom of Bohemia,1350,4241931547.1287546,1.0
Kingdom of Cyprus,1350,269053663.7387431,1.0
Kingdom of Denmark,1350,785861673.7389762,1.0
Kingdom of England,1350,6707491240.2493515,0.11132179370625599
Kingdom of France,1350,11906496554.799929,8.038518566886436e-06
Kingdom of Georgia,1350,1377320212.6485484,0.8348947297009196
Kingdom of Hungary,1350,5207938218.119192,1.0
Kingdom of Naples,1350,7493038495.924872,0.0
Kingdom of Navarre,1350,227545159.37241173,0.0
Kingdom of Pinya,1350,937279467.7281781,1.0
Kingdom of Poland,1350,2458084806.0857015,1.0
Kingdom of Portugal,1350,1184968720.7925172,0.0
Kingdom of Scotland,1350,887520323.61125,0.0059228145697702815
Kingdom of Serbia,1350,1388622049.2751086,1.0
Kingdom of Sicily,1350,2802898644.150438,0.005919705746620266
Kingdom of Singapura,1350,1063945.4463009974,1.0
Kingdom of Sweden,1350,845915829.7625728,0.4800116138389724
Lan Na Kingdom,1350,247083547.07234016,0.9964929857550787
Later Mayan City-States,1350,1211575180.437535,1.0
Lavo Kingdom,1350,566666121.2021981,1.0
Mahdids,1350,271281000.2945715,1.0
Majapahit,1350,4333045901.970645,1.0
Makuria,1350,91741757.7480285,0.6869307137649654
Malaya,1350,400535082.22447985,1.0
Mali Empire,1350,1837507019.6423635,1.0
Mamluk Sultanate,1350,9511229580.552593,0.5738172466802945
Margraviate of Brandenburg,1350,960558700.9622467,1.0
Marinid Sultanate,1350,2082122147.7015102,1.0
Michoacán,1350,393609545.36306494,1.0
Muzaffarids,1350,243601656.55375707,0.024773079617459823
Namayan,1350,113742663.23708756,1.0
Nanzan,1350,3739708.0500465846,0.0
Ngô Dynasty,1350,1204932127.7781074,0.9908542480745969
Nizhny Novgorod,1350,34837181.528486,1.0
Novgorod Republic,1350,750664079.6523594,1.0
Old Kingdom of Norway,1350,774356880.9018399,0.7537529609444422
Ottoman Empire,1350,1330115085.6834779,0.0
Papal States,1350,4782101230.250053,0.0010656048685833098
Patriarchate of Aquileia,1350,467536922.979483,0.0816773342037165
Principality of Orange,1350,7568031.134094238,0.0
Principality of Smolensk,1350,520074300.58510745,1.0
Principality of Theodoro,1350,2317109.351189577,1.0
Principality of Valona,1350,8683658.024468761,0.7233116904490394
Principality of Vladimir-Suzdal,1350,301956209.21301734,1.0
Principality of Wallachia,1350,781635505.832233,1.0
Pskov Republic,1350,53789021.68480956,1.0
Rasulid Dynasty,1350,3269718465.7180595,1.0
Republic of Florence,1350,1127427088.9735157,0.0
Republic of Genoa,1350,894394783.817497,0.05711089800231112
Republic of Pisa,1350,651399159.5525856,0.0
Republic of Venice,1350,588208877.8683003,0.38503816425188847
Sagaing Kingdom,1350,1010275523.1086048,1.0
Samudera Pasai Sultanate,1350,41609513.01933556,1.0
Sarbadars,1350,845514841.8819361,0.5172080471115836
Second Bulgarian Empire,1350,1221507442.5241287,0.9997222396079292
Shan States,1350,988540558.440361,0.9148879301293652
Shirvan,1350,394654058.2056757,0.99891137804063
Sind-Samma Dynasty,1350,1112729422.4794724,1.0
Sukhothai Kingdom,1350,1505379621.495278,0.9988886455013635
Sultanate of Bengal,1350,1124563076.6315308,1.0
Sultanate of Kedah,1350,129435977.39964841,1.0
Sunda Kingdom,1350,2176823363.236514,1.0
Swiss Confederation,1350,71785006.71223448,0.0
Tenochtitlan,1350,686623623.7307957,1.0
Teutonic Order,1350,679508451.4902111,1.0
Texcoco,1350,1543398898.8041024,1.0
Tughlaq Dynasty,1350,72042556303.95775,1.0
Tver,1350,16694762.628737107,1.0
Vijayanagara Empire,1350,13495227148.303568,1.0
Yuan Dynasty,1350,109466389879.029,0.4224298217163561
Albanian Principalities,1400,236413311.46146944,1.0
Alodia,1400,403541217.31428105,1.0
Ashikaga Shogunate,1400,7640001643.395481,0.0
Ava Kingdom,1400,2152364909.295808,1.0
Ayutthaya Kingdom,1400,2084425623.5521302,1.0
Bahmani Sultanate,1400,14810723372.141447,1.0
Bahrani Dynasty,1400,292540128.4731239,1.0
Beylik of Aydin,1400,75402837.0070364,0.0
Beylik of Dulkadir,1400,179231148.40802377,0.0
Beylik of Isfendiyar,1400,347168828.77287936,0.0
Beylik of Karaman,1400,299736200.0392659,0.0
Beylik of Menteshe,1400,37507538.71941189,0.0
Beylik of Saruhan,1400,130441455.35015877,0.0
Beylik of Teke,1400,136989691.57613847,0.0
Blue Horde,1400,1622081989.2728963,1.0
Bornu Empire,1400,81582100.9968881,1.0
Byzantine Empire,1400,271883253.6624961,0.0
Ceylon,1400,801838650.0262227,1.0
Chagatai Khanate,1400,1334941163.09409,0.2928873081271665
Chimu Empire,1400,1407771317.528981,1.0
Chámpa,1400,508960593.6724738,1.0
Chüzan,1400,8454185.176962461,0.0
Comtat Venaissin,1400,108685224.16107178,0.0
County of Armagnac,1400,436257336.7615918,0.0
County of Auvergne,1400,692116146.6717529,0.0
County of Blôis,1400,96991535.5558777,0.0
County of Brabant,1400,731283302.3449788,0.000843858883130511
County of Béarn,1400,147638197.82235456,0.0
County of Foix,1400,246991286.06551358,0.0013313316527236644
County of Périgord,1400,308272801.7845154,0.0
County of Savoy,1400,959133120.2027508,0.0
County of Touraine,1400,299433078.764801,0.0
County of Urgell,1400,1539342.55656179,0.8625512041154205
Crown of Aragon,1400,3427277611.451919,0.0030014558187548813
Crown of Castile,1400,4924409824.105146,0.0
Cuzco,1400,170704221.56040263,1.0
Despotate of Arta,1400,74836018.59539977,0.0
Despotate of Epirus,1400,58235539.52670347,0.1546736990801984
Despotate of Vidin,1400,89564119.8940911,1.0
Duchy of Aquitaine,1400,309385024.0032959,0.0
Duchy of Bavaria,1400,1163576357.0478587,0.7973121223888411
Duchy of Brittany,1400,1277492751.1758614,0.0
Duchy of Burgundy,1400,2949491294.636498,0.0
Duchy of Styria,1400,14096182.145752821,0.039991240629438915
Earldom of Desmond,1400,398046667.70282745,1.0
Electorate of Saxony,1400,233903332.1766083,1.0
Electorate of Trier,1400,353970697.7020791,1.0
Emirate of Granada,1400,660375968.4316529,0.0
Empire of Trebizond,1400,283158063.48382103,0.0
Ethiopian Empire,1400,2120493387.7714746,1.0
Germiyanids,1400,710057792.859435,0.442720013245361
Giudicato of Arborea,1400,660183424.3466392,0.0
Golden Horde,1400,3416566896.9692807,0.9998181295147021
Grand Duchy of Lithuania,1400,2217903788.796015,0.9786068735020149
Grand Principality of Moscow,1400,634536726.1791852,1.0
Hafsid Dynasty,1400,1330984768.7076735,0.6551237935207478
Hanthawaddy Kingdom,1400,1510149581.7672818,1.0
Hokuzan,1400,17753788.871621165,0.0
Holy Roman Empire Minor States,1400,19950170079.24087,0.5028603333735275
House of Ascania,1400,1380334122.7514853,1.0
House of Bourbon,1400,538808986.1222839,0.0
House of Habsburg,1400,3107518244.546301,0.8799732235549769
House of Luxembourg,1400,182431874.44344497,0.31960180596862914
House of Tocco,1400,26945623.257970423,0.0
House of Valois-Anjou,1400,1461909209.9864454,0.0
Ifat Sultanate,1400,268047310.36789075,1.0
Isle of Man,1400,1454953.178653717,1.0
Jaffna kingdom,1400,65092625.02776821,1.0
Jalayirid Sultanate,1400,848309564.6818804,0.0961665513620249
Jaunpur Sultanate,1400,19118150461.45947,1.0
Joseon,1400,3866082221.424754,0.9989643770493144
Kashmiri Sultanate,1400,1572398981.9508145,0.9569747217333662
Kathmandu,1400,126816868.3006733,1.0
Khmer Empire,1400,3000214400.7072887,1.0
Kingdom of Bohemia,1400,2041419915.0701458,0.6395347586723286
Kingdom of Bosnia,1400,622021866.0484589,1.0
Kingdom of Cyprus,1400,234345255.34122723,0.9436332799571588
Kingdom of Denmark,1400,940381801.3209003,0.6924327113124029
Kingdom of England,1400,4895860436.655426,0.020125609162432462
Kingdom of France,1400,8157288705.197684,9.538738710939503e-06
Kingdom of Georgia,1400,288636482.081982,0.9931436090949783
Kingdom of Hungary,1400,3511329532.052814,0.9982357798462287
Kingdom of Naples,1400,6074900550.539088,0.0
Kingdom of Navarre,1400,171538338.4169136,0.0
Kingdom of Poland,1400,2302924110.680645,0.24109916948692794
Kingdom of Portugal,1400,997815288.8907232,0.0
Kingdom of Scotland,1400,720210038.1050069,0.005605306536905729
Kingdom of Singapura,1400,1207014.2457480023,1.0
Kingdom of Sweden,1400,586348235.620603,0.531312837411944
Lan Na Kingdom,1400,187451464.01396802,1.0
