polity_id,year,urban_pop
Halych-Volhynia occupation,1200,21183.206106870228
Hamdanid Emirates,950,248846.03335494988
Hamdanid Emirates,1000,141231.15577889446
Hamdanid Emirates,1050,230609.24641118717
Hammadid Dynasty,1050,80000.0
Han,-350,225000.0
Han,-250,225000.0
Han Dynasty,-200,2049484.730657583
Han Dynasty,-150,2127042.055746716
Han Dynasty,-100,2506599.3808358484
Han Dynasty,-50,2678673.2425510893
Han Dynasty,0,2841866.7877480322
Han Dynasty,50,2703769.233877986
Han Dynasty,100,2661563.6983943284
Han Dynasty,150,2452666.2437187512
Han Dynasty,200,1021752.0246980741
Hanthawaddy Kingdom,1350,40000.0
Hanthawaddy Kingdom,1400,90803.85852090032
Hanthawaddy Kingdom,1450,101607.71704180064
Hanthawaddy Kingdom,1500,102411.57556270096
Haudenosaunee,1700,4671.428571428571
Heian Japan,800,595012.987012987
Heian Japan,850,523178.5714285714
Heian Japan,900,551344.1558441558
Heian Japan,950,517009.74025974027
Heian Japan,1000,482675.32467532466
Heian Japan,1050,283757.57575757575
Heian Japan,1100,259839.82683982686
Heian Japan,1150,235922.0779220779
Himyarite Kingdom,-100,60000.0
Hittites,-1250,67500.0
Holy Roman Empire,1000,100000.0
Holy Roman Empire,1050,141709.7381585423
Holy Roman Empire,1100,209872.291883333
Holy Roman Empire,1150,219515.02873838219
Holy Roman Empire,1200,355328.50381081767
Holy Roman Empire,1250,506495.5490761427
Holy Roman Empire Minor States,1300,564795.6661179359
Holy Roman Empire Minor States,1350,358786.95236866
Holy Roman Empire Minor States,1400,397722.4597947631
Holy Roman Empire Minor States,1450,236794.86600955963
Holy Roman Empire Minor States,1500,221112.19718970955
Holy Roman Empire Minor States,1550,282830.7331171855
Holy Roman Empire Minor States,1600,269770.4574647181
Holy Roman Empire Minor States,1650,176969.72767411306
Holy Roman Empire Minor States,1700,155145.5077321543
Holy Roman Empire Minor States,1750,144528.80130691302
Holy Roman Empire Minor States,1800,253399.73333333334
House of Habsburg,1300,21000.0
House of Habsburg,1400,11699.669966996698
House of Habsburg,1450,49929.52228163993
House of Jagiellon,1450,151191.7697376026
House of Jagiellon,1500,207455.2352445094
House of Jagiellon,1550,184356.22021171715
House of Savoy,1600,44397.00917431193
House of Savoy,1650,63093.25705728876
House of Savoy,1700,66010.98865069357
House of Valois-Anjou,1400,42999.697912831325
House of Valois-Anjou,1450,24069.868995633187
Hoysala Kingdom,1350,100000.0
Hungarian Nationalists,1850,341721.60784313723
Hungarian People's Republic,1950,1500000.0
Hungary,2000,1825000.0
Hungary,2015,1825000.0
Hyderabad State,1750,261862.6512190313
Hyksos,-1750,17000.0
Hyksos,-1500,24000.0
Iberian Union,1600,605852.4291476606
Idrisids,850,18281.25
Idrisids,900,22187.5
Idrisids,950,26093.75
Ilkhanate,1300,1107801.1251415086
Imamate of Yemen,1850,40000.0
Inca Empire,1450,29032.25806451613
Inca Empire,1500,146868.74287078547
Indo-Greeks,-100,150000.0
Indo-Parthians,50,224747.47474747474
Indo-Sasanian Empire,300,200736.301369863
Indo-Sasanian Empire,350,198809.9315068493
Indo-Scythians,-50,125247.52475247525
Indo-Scythians,0,100495.0495049505
Indus Valley Civilization,-2000,40000.0
Iraqi Republic,2000,3841000.0
Islamic Republic of Iran,2000,12155000.0
Islamic Republic of Iran,2015,12155000.0
Islamic Republic of Pakistan,1950,3083135.135135135
Islamic Republic of Pakistan,2000,21397000.0
Islamic Republic of Pakistan,2015,21397000.0
Jalayirid Sultanate,1350,389607.1234339289
Jalayirid Sultanate,1400,245887.6552169005
Japan,2000,26848000.0
Japan,2015,26848000.0
Jaunpur Sultanate,1400,234817.22985930764
Jaunpur Sultanate,1450,325840.4845239028
Jin,-450,200000.0
Joseon,1400,179010.98901098903
Joseon,1450,203484.55598455598
Joseon,1500,204517.37451737453
Joseon,1550,205550.19305019305
Joseon,1600,214916.34491634494
Joseon,1650,232615.83011583012
Joseon,1700,241648.64864864864
Joseon,1750,281324.3243243243
Joseon,1800,320000.0
Joseon,1850,325422.61904761905
Judea,-100,149417.19342604297
Judea,-50,149480.404551201
Judea,0,149543.61567635904
Kakatiya Dynasty,1200,55712.29253958753
Kakatiya Dynasty,1250,53558.68204821244
Kakatiya Dynasty,1300,206673.872182326
Kalabhra Dynasty,400,61494.25287356322
Kalabhra Dynasty,450,63409.96168582376
Kalabhra Dynasty,500,165325.67049808428
Kalabhra Dynasty,550,167241.3793103448
Kalmar Union,1450,34894.73684210526
Kalmar Union,1500,50246.26865671642
Kamakura Shogunate,1200,360615.78733766236
Kamakura Shogunate,1250,346437.62175324676
Kamakura Shogunate,1300,307259.4561688312
Kannauj-Varman Dynasty,750,407320.91240236594
Kanva Dynasty,-50,604992.4977064917
Kapisa,1500,25000.0
Kara-Khanids,850,74409.307244844
Kara-Khanids,900,25645.161290322583
Kara-Khanids,950,30483.870967741936
Kara-Khanids,1000,385322.5806451613
Kara-Khitans,1150,223470.38603913272
Kara-Khitans,1200,233948.30777366474
Karamanli Dynasty,1750,16757.894736842107
Karamanli Dynasty,1800,20000.0
Karkota Dynasty,600,44178.08219178082
Karkota Dynasty,650,44929.90654205607
Karkota Dynasty,700,44754.67289719626
Karkota Dynasty,750,44579.43925233645
Karkota Dynasty,800,44404.20560747664
Karkota Dynasty,850,44228.97196261682
Kartids,1350,82189.51829239306
Kashmir,900,44053.73831775701
Kashmir,950,43878.504672897194
Kashmir,1000,43703.27102803739
Kashmir,1050,43528.03738317757
Kashmir,1200,43002.33644859813
Kashmir,1300,42651.86915887851
Kashmir and Jammu,1850,110000.0
Kashmiri Sultanate,1350,42476.63551401869
Kashmiri Sultanate,1400,42301.40186915888
Kashmiri Sultanate,1450,42126.168224299065
Kashmiri Sultanate,1500,40000.0
Kashmiri Sultanate,1550,65000.0
Kathmandu,1250,23589.74358974359
Kathmandu,1300,23717.94871794872
Kathmandu,1350,23846.153846153848
Kathmandu,1400,23974.358974358976
Kathmandu,1450,24102.5641025641
Kathmandu,1500,24230.76923076923
Kathmandu,1550,24358.97435897436
Kathmandu,1600,24487.17948717949
Kathmandu,1650,24615.384615384617
Kathmandu,1700,24743.589743589742
Kathmandu,1750,24871.79487179487
Kazakh Khanate,1500,60000.0
Kazakh Khanate,1600,45945.94594594595
Kazakh Khanate,1800,30000.0
Kazakhstan,2000,1135000.0
Kazakhstan,2015,1135000.0
Khalji Dynasty,1300,227812.8793637799
Khanate of Bukhara,1550,137312.0787973043
Khanate of Bukhara,1600,125101.08864696734
Khanate of Bukhara,1650,152394.60300113488
Khanate of Bukhara,1700,133742.17140935647
Khanate of Bukhara,1750,106907.9216357599
Khanate of Kazan,1450,21071.428571428572
Khanate of Kazan,1500,18095.238095238095
Khanate of Kazan,1550,15119.047619047618
Khanate of Khiva,1800,20000.0
Khanate of Kokand,1800,30000.0
Khanate of Kokand,1850,130000.0
Khazaria,800,30000.0
Khazaria,850,34854.36893203884
Khazaria,900,39708.73786407767
Khazaria,950,41895.5007256894
Khmer Empire,900,190000.0
Khmer Empire,950,295000.0
Khmer Empire,1000,400000.0
Khmer Empire,1050,162500.0
Khmer Empire,1100,125000.0
Khmer Empire,1150,140000.0
Khmer Empire,1200,150000.0
Khmer Empire,1250,125000.0
Khmer Empire,1300,90000.0
Khmer Empire,1350,90000.0
Khmer Empire,1400,40000.0
Khmer Empire,1850,30365.853658536584
Khwarezmid Dynasty,1200,54455.67651632971
Kidarites,400,51883.561643835616
Kidarites,450,49957.191780821915
Kievan Rus',1000,63000.0
Kievan Rus',1050,59293.47826086957
Kimek-Kipchak confederation,1100,36670.53701015965
Kimek-Kipchak confederation,1150,34928.8824383164
Kimek-Kipchak confederation,1200,33187.22786647315
Kingdom of Afghanistan,1950,294000.0
Kingdom of Aragon,1150,18048.780487804877
Kingdom of Arles,950,39603.39690107271
Kingdom of Arles,1000,40782.71752085816
Kingdom of Asturias,900,9516.129032258064
Kingdom of Bavaria,1850,267229.0
Kingdom of Belgium,1850,695664.0
Kingdom of Belgium,1900,1918000.0
Kingdom of Belgium,1950,2899000.0
Kingdom of Belgium,2000,1122000.0
Kingdom of Belgium,2015,1122000.0
Kingdom of Bohemia,1300,40000.0
Kingdom of Bohemia,1350,50000.0
Kingdom of Bohemia,1450,70000.0
Kingdom of Bohemia,1500,91000.0
Kingdom of Castile,1000,12741.935483870968
Kingdom of Castile,1050,14354.83870967742
Kingdom of Castile,1100,69467.74193548388
Kingdom of Castile,1150,62205.64516129032
Kingdom of Castile,1200,50810.21897810219
Kingdom of Cyprus,1400,18000.0
Kingdom of Cyprus,1450,18000.0
Kingdom of Dali,950,190000.0
Kingdom of Dali,1000,190000.0
Kingdom of Dali,1050,95000.0
Kingdom of Dali,1100,140000.0
Kingdom of Dali,1150,141760.0
Kingdom of Dali,1200,145760.0
Kingdom of Dali,1250,149760.0
Kingdom of Denmark,1300,22000.0
Kingdom of Denmark,1350,26500.0
Kingdom of Denmark,1400,15821.116173120728
Kingdom of Egypt,1950,4688245.322245322
Kingdom of England,1250,40148.98295766905
Kingdom of England,1300,130220.52587412587
Kingdom of England,1350,25837.938461538462
Kingdom of England,1400,16237.663974121117
Kingdom of England,1450,9572.763636363637
Kingdom of England,1500,30933.673469387755
Kingdom of England,1550,49154.00637667417
Kingdom of England,1600,238963.41025641025
Kingdom of France,1200,116792.45283018867
Kingdom of France,1250,344622.04204450705
Kingdom of France,1300,155088.41289439463
Kingdom of France,1350,354409.56215515395
Kingdom of France,1400,126896.31769280102
Kingdom of France,1450,105536.52503987242
Kingdom of France,1500,425773.2778350681
Kingdom of France,1550,329901.3481397699
Kingdom of France,1600,256516.16801080076
Kingdom of France,1650,873061.5275749055
Kingdom of France,1700,482516.4966282742
Kingdom of Georgia,1150,50000.0
Kingdom of Georgia,1200,80000.0
Kingdom of Georgia,1350,79196.61733615222
Kingdom of Georgia,1450,62283.29809725158
Kingdom of Georgia,1500,53826.638477801265
Kingdom of Georgia,1550,45369.97885835095
Kingdom of Georgia,1750,22666.666666666668
Kingdom of Georgia,1800,17571.428571428572
Kingdom of Germany,950,27996.835443037977
Kingdom of Greece,1950,1357000.0
Kingdom of Hanover,1850,101000.0
Kingdom of Hungary,1200,18000.0
Kingdom of Hungary,1250,15000.0
Kingdom of Hungary,1300,27000.0
Kingdom of Hungary,1350,41450.36363636363
Kingdom of Hungary,1400,41939.94295900178
Kingdom of Hungary,1500,73801.45454545454
Kingdom of Iraq,1950,1787415.9779614324
Kingdom of Israel,-800,27000.0
Kingdom of Italy,600,31833.71298405467
Kingdom of Italy,650,30125.284738041002
Kingdom of Italy,700,28416.856492027335
Kingdom of Italy,750,26708.428246013667
Kingdom of Italy,950,76755.61797752809
Kingdom of Italy,1900,2689000.0
Kingdom of Jerusalem,1100,69411.76470588235
Kingdom of Jerusalem,1150,40000.0
Kingdom of Jerusalem,1200,40000.0
Kingdom of Jerusalem,1250,57000.0
Kingdom of Jordan,2000,1147000.0
Kingdom of Jordan,2015,1147000.0
Kingdom of Judah,-800,36000.0
Kingdom of Judah,-750,39000.0
Kingdom of Khotan,900,54080.777366472765
Kingdom of Khotan,950,54558.69910100476
Kingdom of Khotan,1000,55036.62083553675
Kingdom of Kongo,1500,40000.0
Kingdom of Kongo,1550,50000.0
Kingdom of Kush,-700,182467.53246753247
Kingdom of León,950,11129.032258064515
Kingdom of León,1200,56750.0
Kingdom of Lower Burgundy,900,25224.07628128725
Kingdom of Luang Phrabang,1750,22970.0272479564
Kingdom of Luang Phrabang,1800,19564.032697547682
Kingdom of Luang Phrabang,1850,16158.038147138963
Kingdom of Mrauk U,1500,50000.0
Kingdom of Mrauk U,1600,90000.0
Kingdom of Mrauk U,1650,90000.0
Kingdom of Mrauk U,1700,70000.0
Kingdom of Mrauk U,1750,45000.0
Kingdom of Mysore,1700,192031.4343518326
Kingdom of Mysore,1750,199532.66763666598
Kingdom of Naples (Napoleonic),1800,222000.0
Kingdom of Norway,1950,434000.0
Kingdom of Pergamon,-200,235000.0
Kingdom of Pergamon,-150,333000.0
Kingdom of Pinya,1350,56740.2376910017
Kingdom of Poland,1350,16000.0
Kingdom of Polonnaruwa,1100,40000.0
Kingdom of Polonnaruwa,1150,50000.0
Kingdom of Polonnaruwa,1200,75000.0
Kingdom of Pontus,-100,34000.0
Kingdom of Portugal,1150,15000.0
Kingdom of Portugal,1200,40000.0
Kingdom of Portugal,1250,47094.80122324159
Kingdom of Portugal,1300,54189.60244648318
Kingdom of Portugal,1350,61284.40366972477
Kingdom of Portugal,1400,83663.72372141824
Kingdom of Portugal,1450,86595.34502834184
Kingdom of Portugal,1500,97526.96633526543
Kingdom of Portugal,1850,401219.2605042017
Kingdom of Portugal,1900,675368.4210526316
Kingdom of Prussia,1750,251255.0
Kingdom of Prussia,1800,516338.0
Kingdom of Sardinia,1750,97203.8
Kingdom of Sardinia,1800,97131.51351351352
Kingdom of Sardinia,1850,203602.53416149068
Kingdom of Saudi Arabia,1950,500000.0
Kingdom of Saudi Arabia,2000,3250000.0
Kingdom of Saudi Arabia,2015,3250000.0
Kingdom of Scotland,1300,1500.0
Kingdom of Scotland,1350,6235.6321839080465
Kingdom of Scotland,1400,13398.550724637682
Kingdom of Scotland,1450,18782.608695652176
Kingdom of Scotland,1500,25666.666666666668
Kingdom of Scotland,1550,31254.901960784315
Kingdom of Scotland,1600,42000.0
Kingdom of Sicily,1150,46008.248730964464
Kingdom of Sicily,1200,196000.0
Kingdom of Sicily,1250,115206.89655172414
Kingdom of Sicily,1350,48600.22522522522
Kingdom of Spain,1650,466218.6461553857
Kingdom of Spain,1700,521506.3767342416
Kingdom of Spain,1800,604460.5773909573
Kingdom of Spain,1900,1580847.530589544
Kingdom of Spain,2000,5640000.0
Kingdom of Spain,2015,5640000.0
Kingdom of Sweden,1300,15000.0
Kingdom of Sweden,1350,16639.344262295082
Kingdom of Sweden,1550,12385.5421686747
Kingdom of Sweden,1600,16000.0
Kingdom of Sweden,1950,1306000.0
Kingdom of Thailand,1950,1001062.0
Kingdom of Thailand,2000,7506000.0
Kingdom of Thailand,2015,7506000.0
Kingdom of Wessex,700,36158.58352578907
Kingdom of Württemberg,1850,48000.0
Kingdom of the Franks,550,93081.32837238058
Kingdom of the Franks,600,29280.205655526992
Kingdom of the Franks,650,22853.470437017997
Kingdom of the Franks,750,26392.85714285714
Kingdom of the Franks,800,119965.43504171632
Kingdom of the Isles,1100,10078.512396694216
Kingdom of the Isles,1150,15657.024793388431
Kingdom of the Two Sicilies,1850,304098.3606557377
Konbaung Dynasty,1750,70453.5390070922
Konbaung Dynasty,1800,323594.94506192446
Korean Empire,1900,328000.0
Kushan Empire,50,210368.1506849315
Kushan Empire,100,458441.7808219178
Kushan Empire,150,491580.0497421741
Kushan Empire,200,465176.4935673733
Lan Na,1600,39117.64705882353
Lan Na,1750,30294.117647058825
Lan Na Kingdom,1300,32254.901960784315
Lan Na Kingdom,1350,35441.17647058824
Lan Na Kingdom,1400,38627.450980392154
Lan Na Kingdom,1450,41813.72549019608
Lan Na Kingdom,1500,45000.0
Lan Na Kingdom,1550,42058.82352941176
Lan Xang,1400,50000.0
Lan Xang,1450,45000.0
Lan Xang,1500,40000.0
Lan Xang,1550,36594.00544959128
Lan Xang,1600,33188.01089918256
Lan Xang,1650,29782.01634877384
Lan Xang,1700,26376.021798365124
Laomedon,-320,31390.644753476612
Late Pallava Empire,350,59578.54406130268
Late Pallava Empire,650,70000.0
Late Pallava Empire,700,70000.0
Late Pallava Empire,750,70000.0
Late Pallava Empire,800,70000.0
Later Han,950,2267890.221507567
Later Mayan City-States,900,40000.0
Later Mayan City-States,950,38750.0
Later Mayan City-States,1000,37500.0
Later Mayan City-States,1050,36250.0
Later Mayan City-States,1100,35000.0
Later Mayan City-States,1150,33750.0
Later Mayan City-States,1200,57500.0
Later Mayan City-States,1250,56250.0
Later Mayan City-States,1300,55000.0
Later Mayan City-States,1350,53750.0
Later Mayan City-States,1400,52500.0
Later Mayan City-States,1450,51250.0
Later Mayan City-States,1500,47000.0
Later Qin,400,1495953.886693017
Later Yan,400,231960.96654275092
Later Zhao,350,1592882.0469444422
Lebanon,1950,203000.0
Liang Dynasty,550,344439.91953379614
Liao Dynasty,950,100000.0
Liao Dynasty,1000,100000.0
Liao Dynasty,1050,95000.0
Liao Dynasty,1100,90000.0
Libyan Arab Republic,2000,1500000.0
Liu Song Dynasty,450,2715582.910075696
Livonian Conference,1450,7000.0
Livonian Conference,1500,9750.0
Livonian Conference,1550,12500.0
Lodi Dynasty,1500,39765.71428571429
Lohara Dynasty,1100,43352.80373831776
Lohara Dynasty,1150,43177.57009345794
Lu,-450,100000.0
Lu,-250,160000.0
Lê Dynasty,1450,43924.52830188679
Lê Dynasty,1500,41849.056603773584
Macedonian Empire,-320,279120.5821205821
Magadha - Shaishunaga dynasty,-350,641793.0236402712
Maitraka Dynasty,700,74297.7291841884
Majapahit,1300,40000.0
Majapahit,1350,40000.0
Majapahit,1400,80000.0
Majapahit,1450,35000.0
Majapahit,1500,30000.0
Makuria,800,40000.0
Makuria,850,40000.0
Makuria,900,40000.0
Makuria,950,42500.0
Makuria,1000,45000.0
Makuria,1050,47500.0
Makuria,1100,50000.0
Makuria,1150,50000.0
Makuria,1200,50000.0
Makuria,1250,50000.0
Makuria,1300,50000.0
Makuria,1350,40000.0
Makuria,1400,50000.0
Makuria Kingdom,1450,45905.36082474227
Makuria Kingdom,1500,41810.721649484534
Malaysia,2000,1145000.0
Malaysia,2015,1145000.0
Mali Empire,1250,48700.0
Mali Empire,1300,95000.0
Mali Empire,1350,124716.98113207547
Mali Empire,1400,130000.0
Mali Empire,1450,137500.0
Mali Empire,1500,40000.0
Mamluk Dynasty,1250,259227.8400896458
Mamluk Sultanate,1250,1339031.0896695293
Mamluk Sultanate,1300,1574305.9280059615
Mamluk Sultanate,1350,1507709.4385953736
Mamluk Sultanate,1400,1511612.949184786
Mamluk Sultanate,1450,1494213.6777620031
Mamluk Sultanate,1500,1506014.485483073
Maratha Empire,1750,569182.3900252348
Maratha Empire,1800,1128096.456806502
Margraviate of Brandenburg,1350,24804.878048780487
Marinid Sultanate,1250,366666.6666666666
Marinid Sultanate,1350,276000.0
Marinid Sultanate,1400,227000.0
Marinid Sultanate,1450,228000.0
Massina Empire,1850,35000.0
Mataram Kingdom,800,60000.0
Mataram Sultanate,1650,24531.08996539792
Mataram Sultanate,1700,22377.97577854671
Maukhari Dynasty,600,401267.1371184293
Maurya Empire,-300,996663.6634154406
Maurya Empire,-250,1001534.30319061
Maurya Empire,-200,856404.9429657795
Mayan City-States,-200,135000.0
Mayan City-States,-150,100000.0
Mayan City-States,-100,100000.0
Mayan City-States,-50,100000.0
Mayan City-States,0,100000.0
Mayan City-States,50,100000.0
Mayan City-States,100,100000.0
Mayan City-States,150,100000.0
Mayan City-States,200,100000.0
Mayan City-States,250,100000.0
Mayan City-States,300,200000.0
Mayan City-States,350,200000.0
Mayan City-States,400,200000.0
Mayan City-States,450,200000.0
Mayan City-States,500,200000.0
Mayan City-States,550,220000.0
Mayan City-States,600,240000.0
Mayan City-States,650,220000.0
Mayan City-States,700,200000.0
Mayan City-States,750,100000.0
Mayan City-States,800,140000.0
Median Kingdom,-600,39090.90909090909
Mexico,1900,1114000.0
Mexico,1950,3793000.0
Mexico,2000,13784000.0
Mexico,2015,13784000.0
Michoacán,1500,40000.0
Middle Franks,850,38582.27848101266
Middle Kingdom of Egypt,-2000,106666.66666666666
Middle Kingdom of Egypt,-1750,151034.72222222222
Ming Dynasty,1400,4174820.3709263667
Ming Dynasty,1450,4379114.122635515
Ming Dynasty,1500,4510626.826292715
Ming Dynasty,1550,4711995.376515005
Ming Dynasty,1600,4981033.491067028
Minoan civilization,-1500,50000.0
Minyue,-325,100000.0
Minyue,-320,100000.0
Minyue,-300,100000.0
Mitanni,-1500,20000.0
Moghulistan,1500,76831.96721311475
Mongol Empire,1250,3349421.9540199973
Mongol Khanate,1500,20000.0
Morocco,1700,208334.02753673494
Morocco,1750,155202.01318986464
Morocco,1800,142069.99884299433
Morocco,1850,214937.98449612403
Morocco,1900,276000.0
Morocco,2000,2943000.0
Morocco,2015,2943000.0
Mughal Empire,1550,41652.542372881355
Mughal Empire,1600,2458250.4659005958
Mughal Empire,1650,3084438.947292053
Mughal Empire,1700,3449029.8310504877
Mughal Empire,1750,715105.6421347415
Mughal Empire,1800,488478.3410382721
Mughal Empire,1850,156000.0
Muhammad Ali dynasty,1850,1287397.1634820052
Mujahideen,2015,1582000.0
Muzaffarids,1350,106052.63157894736
Myinsaing Kingdom,1300,59711.375212224106
Nabataeans,-100,30000.0
Nanda Empire,-325,769228.3435278558
Nanda Empire,-320,794715.4075053728
Nanzhao,750,59078.21229050279
Nanzhao,800,75000.0
Nanzhao,850,270833.3333333334
Nanzhao,900,190000.0
Nara Japan,750,200000.0
Nawab of Awadh,1750,342875.1921377406
Nawab of Awadh,1800,549407.0951678861
Nawabs of Bengal,1750,796489.0530925014
Nayaks of Madurai,1550,47297.2972972973
Nayaks of Madurai,1600,50000.0
Nayaks of Madurai,1650,38539.32584269663
Nayaks of Madurai,1700,32359.550561797754
Neo-Assyrian Empire,-900,40000.0
Neo-Assyrian Empire,-850,55000.0
Neo-Assyrian Empire,-800,280000.0
Neo-Assyrian Empire,-750,291666.6666666666
Neo-Assyrian Empire,-700,345333.3333333333
Neo-Babylonian Empire,-600,337727.2727272727
Neo-Babylonian Empire,-550,370454.54545454547
Nepal,1800,25000.0
Nepal,1850,59407.21649484536
Nepal,1900,105000.0
Netherlands,1950,1347000.0
Netherlands Antilles,1900,31000.0
New Kingdom of Egypt,-1500,178402.77777777778
New Kingdom of Egypt,-1250,290625.0
New Kingdom of Egypt,-1000,337987.012987013
New Kingdom of Egypt,-950,276233.7662337662
New Kingdom of Egypt,-900,269480.51948051946
New Kingdom of Egypt,-850,272727.2727272727
Nguyễn dynasty,1850,183839.0
Nguyễn lords,1600,50000.0
Nguyễn lords,1650,52777.77777777778
Nguyễn lords,1700,59000.0
Nguyễn lords,1750,68000.0
Ngô Dynasty,1350,45000.0
Ngô Dynasty,1400,46000.0
Nicaean Empire,1250,291336.06435274845
Norman England,1100,40988.750813159124
Norman England,1150,10682.242990654206
Norman Italy,1100,135614.21319796954
Northern Fujiwara,1100,50000.0
Northern Fujiwara,1150,50000.0
Northern Song,1000,3305523.7735896087
Northern Wei,400,100000.0
Northern Wei,450,289118.77394636016
Northern Wei,500,2254249.877398802
Novgorod Republic,1100,30195.652173913044
Novgorod Republic,1150,35597.82608695652
Novgorod Republic,1200,41000.0
Novgorod Republic,1300,30000.0
Novgorod Republic,1350,37500.0
Novgorod Republic,1400,45000.0
Novgorod Republic,1450,60000.0
Old Kingdom of Norway,1300,15000.0
Old Kingdom of Norway,1350,14865.138592750533
Old Kingdom of Norway,1400,14730.277185501067
Omani Slave Coast,1850,60000.0
Oriental Republic of Uruguay,1900,268000.0
Oriental Republic of Uruguay,1950,797000.0
Oriental Republic of Uruguay,2000,13303000.0
Oriental Republic of Uruguay,2015,13303000.0
Ostrogothic Kingdom,500,263250.569476082
Ostrogothic Kingdom,550,75000.0
Ottoman Empire,1350,122193.16603063504
Ottoman Empire,1400,310880.17871428054
Ottoman Empire,1450,493565.8661342731
Ottoman Empire,1500,719687.4261492211
Ottoman Empire,1550,2634620.9155116235
Ottoman Empire,1600,2839384.7692454658
Ottoman Empire,1650,2601281.413797348
Ottoman Empire,1700,2609736.2620706116
Ottoman Empire,1750,2472350.719069045
Ottoman Empire,1800,2597165.189212368
Ottoman Empire,1850,1722931.18141635
Ottoman Empire,1900,2742102.100550964
Ottoman Tripolitania,1850,25000.0
Ottoman Tripolitania,1900,30000.0
Oyo Empire,1700,98823.5294117647
Oyo Empire,1750,75000.0
Oyo Empire,1800,104000.0
Pagan Kingdom,1050,74567.06281833616
Pagan Kingdom,1100,171595.92529711375
Pagan Kingdom,1150,218624.78777589134
Pagan Kingdom,1200,245653.65025466893
Pagan Kingdom,1250,242682.51273344652
Pahlavi Dynasty,1950,1737000.0
Pala Empire,800,392672.98763774685
Pala Empire,850,209105.55462325894
Pala Empire,900,119548.02259887005
Pala Empire,950,116723.16384180791
Pala Empire,1000,113898.30508474576
Pala Empire,1050,111073.4463276836
Pala Empire,1100,108248.58757062146
Pala Empire,1150,105423.72881355931
Pandya Dynasty,600,169157.08812260535
Pandya Dynasty,650,170000.0
Pandya Dynasty,700,170000.0
Pandya Dynasty,750,70000.0
Pandya Dynasty,800,70000.0
Pandya Dynasty,850,60000.0
Pandya Dynasty,900,150000.0
Pandya Empire,1250,142909.89854022156
Pandya Empire,1300,235435.3928978155
Papal States,800,50000.0
Papal States,850,45000.0
Papal States,900,40000.0
Papal States,950,36428.57142857143
Papal States,1000,35000.0
Papal States,1050,35000.0
Papal States,1100,35000.0
Papal States,1150,35000.0
Papal States,1200,35000.0
Papal States,1250,32500.0
Papal States,1300,93000.0
Papal States,1350,85447.33044733045
Papal States,1400,101000.0
Papal States,1450,113931.03448275862
Papal States,1500,131000.0
Papal States,1550,160194.8051948052
Papal States,1600,197844.0
Papal States,1650,203877.55
Papal States,1700,228000.0
Papal States,1750,242000.0
Papal States,1800,236948.0
Papal States,1850,267500.0
Paraguay,1850,44000.0
Paraguay,1900,51000.0
Paraguay,1950,205000.0
Paramara Dynasty,1000,69251.47182506308
Paramara Dynasty,1050,163410.42893187553
Paramara Dynasty,1100,147569.38603868795
Paramara Dynasty,1150,121728.34314550042
Paramara Dynasty,1200,65887.30025231287
Parthian Empire,-100,550000.0
Parthian Empire,-50,349504.95049504953
Parthian Empire,0,399009.900990099
Parthian Empire,50,500000.0
Parthian Empire,100,500000.0
Parthian Empire,150,100000.0
Parthian Empire,200,100000.0
Peloponnesian League,-400,354604.74308300397
Peloponnesian League,-350,36521.739130434784
People's Democratic Republic of Algeria,2000,2525000.0
People's Democratic Republic of Algeria,2015,2525000.0
People's Republic of Bangladesh,2000,4761000.0
People's Republic of Bangladesh,2015,4761000.0
People's Republic of Bulgaria,1950,437000.0
People's Republic of China,1950,31812490.592128243
People's Republic of China,2000,155106000.0
People's Republic of China,2015,155106000.0
Polish-Lithuanian Commonwealth,1600,242438.72113637172
Polish-Lithuanian Commonwealth,1650,289766.2745807839
Polish-Lithuanian Commonwealth,1700,244470.19465329993
Polish-Lithuanian Commonwealth,1750,261680.87802840435
Pomerania,1150,7000.0
Portuguese Colonies,1650,69927.74982027318
Portuguese Colonies,1700,39500.0
Portuguese Colonies,1800,14032.16
Portuguese Colonies,1850,43686.16
Portuguese Colonies,1900,63000.0
Portuguese Empire,1700,46833.33333333333
Portuguese Empire,1750,126000.0
Principality of Achaea,1250,25769.23076923077
Principality of Achaea,1300,24871.79487179487
Principality of Achaea,1400,23076.923076923078
Principality of Antioch,1100,30000.0
Principality of Antioch,1150,40000.0
Principality of Antioch,1200,34491.52542372882
Principality of Antioch,1250,28983.050847457627
Principality of Bulgaria,1900,109000.0
Principality of Kiev,1100,50000.0
Principality of Kiev,1150,40000.0
Principality of Kiev,1200,30000.0
Principality of Moldavia,1400,14400.0
Principality of Moldavia,1450,13100.0
Principality of Moldavia,1500,44800.0
Principality of Moldavia,1550,33500.0
Principality of Moldavia,1600,134147.0588235294
Principality of Moldavia,1650,19500.0
Principality of Moldavia,1700,16800.0
Principality of Moldavia,1750,34100.0
Principality of Moldavia,1800,27400.0
Principality of Ryazan,1200,18000.0
Principality of Smolensk,1150,40000.0
Principality of Smolensk,1200,35000.0
Principality of Smolensk,1300,25000.0
Principality of Smolensk,1350,25000.0
Principality of Smolensk,1400,25000.0
Principality of Transylvania,1650,12000.0
Principality of Wallachia,1400,25000.0
Principality of Wallachia,1450,40000.0
Principality of Wallachia,1500,50000.0
